claim_id,claim_type,description,claim_amount,policy_age_months,prior_claims_count,prior_payout_total,days_since_policy_start_to_incident,claim_filed_delay_days,documentation_completeness,num_documents_submitted,claim_to_policy_value_ratio,has_witness,channel,claimant_age,is_fraud
CLM2160,auto,Side mirror and door dented in a parking lot accident.,1975.51,12,0,777.14,541,22,1.0,8,0.497,1,agent,38,0
CLM2161,property,Pipe burst in the basement causing water damage to furniture.,11981.11,46,1,1123.67,876,27,0.92,5,0.01,1,call_center,68,0
CLM2162,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3558.66,105,0,0.0,688,18,0.63,1,0.391,0,online,48,0
CLM2163,health,"Physiotherapy sessions following a fracture, claiming session costs.",2033.18,54,0,5.52,848,25,1.0,4,0.136,1,agent,57,0
CLM2164,auto,Side mirror and door dented in a parking lot accident.,50.0,5,0,0.0,366,17,0.98,5,0.42,1,online,39,0
CLM2165,travel,Luggage lost by the airline during an international transfer.,1227.88,88,0,429.5,454,59,1.0,6,0.294,1,agent,20,0
CLM2166,health,"Physiotherapy sessions following a fracture, claiming session costs.",2024.94,101,1,1990.03,549,39,0.74,5,0.196,1,online,38,1
CLM2167,property,"Roof damaged during a storm, water leaking into the attic.",50.0,16,1,1542.28,405,30,0.74,4,0.552,0,call_center,18,0
CLM2168,auto,Windshield cracked by a falling branch during a storm.,3822.38,105,1,1223.26,446,49,0.94,5,0.01,1,call_center,69,0
CLM2169,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3765.62,37,0,0.0,44,21,0.8,4,0.014,1,call_center,58,0
CLM2170,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1497.19,7,0,169.92,398,32,0.45,1,0.455,0,call_center,28,1
CLM2171,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3257.2,14,0,184.65,255,5,0.6,0,0.616,1,agent,51,1
CLM2172,auto,"Collision on the highway, front end damage and airbag deployed.",2201.77,109,2,3480.77,44,53,0.79,3,0.586,1,online,65,0
CLM2173,health,"Physiotherapy sessions following a fracture, claiming session costs.",364.32,56,0,0.0,396,34,1.0,3,0.623,1,online,24,0
CLM2174,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",440.11,22,0,0.0,831,31,1.0,5,0.231,1,online,50,0
CLM2175,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3755.15,17,0,0.0,270,41,0.79,5,0.395,1,online,74,1
CLM2176,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1811.21,95,0,122.35,799,47,0.82,8,0.189,1,agent,40,1
CLM2177,auto,Side mirror and door dented in a parking lot accident.,5573.76,116,0,398.74,411,57,1.0,3,0.182,1,online,29,0
CLM2178,health,"Physiotherapy sessions following a fracture, claiming session costs.",1750.96,105,0,0.0,296,52,0.83,4,0.513,0,online,66,1
CLM2179,property,"Roof damaged during a storm, water leaking into the attic.",1069.97,23,0,0.0,619,27,0.86,3,0.337,1,online,31,0
CLM2180,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",147.64,16,0,626.53,150,54,0.74,4,0.585,0,call_center,61,1
CLM2181,property,"Roof damaged during a storm, water leaking into the attic.",4078.03,109,0,85.59,746,9,1.0,4,0.113,1,agent,65,0
CLM2182,health,Diagnostic tests and consultation fees for ongoing treatment.,1610.74,80,0,496.87,175,1,0.92,5,0.266,1,online,69,0
CLM2183,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",992.21,71,0,0.0,406,59,0.81,5,0.263,1,call_center,53,0
CLM2184,health,"Physiotherapy sessions following a fracture, claiming session costs.",1008.67,72,0,282.25,356,6,0.93,3,0.817,1,call_center,24,1
CLM2185,property,"Tree fell on the garage during high winds, structural damage reported.",15261.94,113,0,0.0,300,2,0.91,5,0.01,1,online,23,1
CLM2186,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3458.57,48,0,331.64,226,15,0.61,7,0.446,1,agent,42,0
CLM2187,property,Pipe burst in the basement causing water damage to furniture.,8412.71,109,2,4688.66,123,7,0.81,2,0.202,1,online,64,0
CLM2188,auto,Side mirror and door dented in a parking lot accident.,50.0,70,0,488.63,829,15,1.0,6,0.34,1,call_center,43,0
CLM2189,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",634.67,112,1,1758.45,52,38,0.54,4,0.602,1,call_center,54,0
CLM2190,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3461.66,82,2,3969.2,712,34,0.84,6,0.177,1,call_center,19,0
CLM2191,health,"Physiotherapy sessions following a fracture, claiming session costs.",50.0,63,0,0.0,542,42,0.75,5,0.275,1,call_center,72,0
CLM2192,auto,"Collision on the highway, front end damage and airbag deployed.",3677.49,10,1,1751.2,86,15,0.74,1,0.027,1,agent,41,0
CLM2193,property,Kitchen fire caused smoke damage to walls and ceiling.,396.85,16,1,1434.41,324,27,0.55,1,0.355,1,call_center,74,0
CLM2194,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3501.19,49,0,866.73,309,54,0.93,4,0.01,1,agent,24,0
CLM2195,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1646.52,56,1,2101.87,263,47,0.7,5,0.018,1,call_center,22,1
CLM2196,property,Kitchen fire caused smoke damage to walls and ceiling.,8748.72,41,1,2209.88,517,16,0.98,8,0.252,1,agent,54,0
CLM2197,property,Pipe burst in the basement causing water damage to furniture.,7113.16,18,0,0.0,464,49,0.74,4,0.088,1,online,66,0
CLM2198,auto,Windshield cracked by a falling branch during a storm.,6009.3,33,0,99.45,285,19,0.75,5,0.421,1,agent,37,0
CLM2199,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",5138.67,92,1,1418.43,692,31,0.82,5,0.543,0,call_center,26,0
CLM2200,auto,Vehicle stolen from the parking lot overnight.,1735.6,13,0,0.0,358,11,0.6,2,0.31,0,agent,46,0
CLM2201,travel,Personal belongings stolen from hotel room during vacation.,116.64,117,0,215.77,340,25,0.9,5,0.568,0,online,32,0
CLM2202,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",352.07,57,0,0.0,216,53,1.0,6,0.439,0,agent,64,0
CLM2203,travel,Personal belongings stolen from hotel room during vacation.,533.65,80,0,340.67,669,24,0.74,4,0.485,1,online,31,0
CLM2204,health,Diagnostic tests and consultation fees for ongoing treatment.,1041.13,4,0,0.0,271,0,1.0,5,0.01,0,online,65,0
CLM2205,auto,Windshield cracked by a falling branch during a storm.,1511.34,87,1,1024.49,390,23,0.88,7,0.665,1,online,64,0
CLM2206,auto,Windshield cracked by a falling branch during a storm.,3071.91,69,0,864.65,579,36,0.72,2,0.35,0,agent,50,0
CLM2207,auto,Windshield cracked by a falling branch during a storm.,6423.99,101,0,885.92,153,46,1.0,2,0.948,1,online,40,1
CLM2208,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1632.6,24,2,3707.65,360,27,0.71,2,0.132,1,agent,60,0
CLM2209,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",6336.35,32,0,0.0,723,21,0.79,4,0.438,1,call_center,74,0
CLM2210,property,"Tree fell on the garage during high winds, structural damage reported.",3163.68,31,0,0.0,658,17,1.0,6,0.518,0,call_center,23,0
CLM2211,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",821.2,11,0,0.0,196,9,0.97,6,0.565,0,call_center,56,0
CLM2212,travel,Luggage lost by the airline during an international transfer.,1162.96,89,0,0.0,769,6,0.71,6,0.483,0,call_center,37,1
CLM2213,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",573.54,68,0,0.0,579,6,0.93,5,0.278,1,online,19,0
CLM2214,auto,"Collision on the highway, front end damage and airbag deployed.",3645.85,49,0,277.33,455,3,0.8,2,0.231,0,agent,45,0
CLM2215,health,"Physiotherapy sessions following a fracture, claiming session costs.",2001.11,25,0,0.0,472,19,0.74,4,0.771,1,agent,65,0
CLM2216,property,"Roof damaged during a storm, water leaking into the attic.",4038.23,26,0,66.79,573,23,0.82,5,0.122,1,call_center,32,0
CLM2217,property,Kitchen fire caused smoke damage to walls and ceiling.,6440.06,64,0,0.0,420,48,0.62,3,0.01,0,online,23,0
CLM2218,auto,Side mirror and door dented in a parking lot accident.,3238.94,69,1,1337.7,382,20,0.96,5,0.01,0,agent,30,0
CLM2219,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1103.02,103,1,2498.76,695,32,0.87,3,0.148,0,online,25,1
CLM2220,property,Break-in resulted in stolen electronics and damaged front door.,2838.18,12,2,2966.13,582,40,0.96,7,0.336,1,online,32,1
CLM2221,auto,Side mirror and door dented in a parking lot accident.,980.09,53,0,0.0,671,7,0.56,0,0.184,0,agent,47,0
CLM2222,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1059.28,38,0,0.0,479,35,0.65,5,0.354,0,online,21,0
CLM2223,auto,"Collision on the highway, front end damage and airbag deployed.",3862.99,36,1,1655.28,220,18,0.57,3,0.191,1,online,24,0
CLM2224,property,Break-in resulted in stolen electronics and damaged front door.,6787.93,21,0,254.96,926,10,0.63,4,0.381,0,online,39,0
CLM2225,auto,Vehicle stolen from the parking lot overnight.,2127.22,54,0,0.0,359,42,0.88,4,0.387,0,agent,48,0
CLM2226,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",824.62,113,0,0.0,565,13,0.9,3,0.269,1,agent,33,0
CLM2227,auto,Side mirror and door dented in a parking lot accident.,4764.03,115,7,12857.14,774,58,0.88,4,0.511,0,call_center,50,1
CLM2228,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",908.55,87,0,248.87,605,52,0.77,3,0.627,1,online,63,0
CLM2229,travel,Luggage lost by the airline during an international transfer.,392.58,63,0,0.0,153,29,1.0,6,0.028,1,agent,31,0
CLM2230,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",782.12,28,0,839.51,228,54,0.5,0,0.523,1,online,26,1
CLM2231,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1357.89,4,2,3883.31,804,28,0.78,2,0.039,0,agent,69,0
CLM2232,health,"Physiotherapy sessions following a fracture, claiming session costs.",1535.57,93,0,0.0,186,47,0.88,6,0.502,1,agent,35,0
CLM2233,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4733.38,113,0,1018.17,723,17,0.97,6,0.21,1,online,66,0
CLM2234,auto,Windshield cracked by a falling branch during a storm.,6433.74,62,0,0.0,137,2,0.96,3,0.393,0,call_center,33,0
CLM2235,travel,Luggage lost by the airline during an international transfer.,1255.68,103,0,1110.24,42,50,0.93,5,0.309,1,call_center,36,0
CLM2236,auto,Side mirror and door dented in a parking lot accident.,4740.95,74,0,0.0,335,59,0.87,5,0.102,1,agent,40,0
CLM2237,travel,Personal belongings stolen from hotel room during vacation.,836.86,79,1,1571.92,403,36,1.0,6,0.284,0,call_center,67,1
CLM2238,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",885.38,76,0,142.52,176,36,0.95,5,0.53,1,agent,38,0
CLM2239,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",146.71,96,1,1903.89,155,54,0.7,3,0.519,0,agent,20,0
CLM2240,health,Diagnostic tests and consultation fees for ongoing treatment.,928.26,103,0,550.87,202,20,0.68,2,0.225,1,online,32,0
CLM2241,health,"Underwent emergency surgery after an accident, submitting hospital bills.",50.0,18,1,1853.04,542,12,0.81,5,0.218,1,online,56,0
CLM2242,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3082.0,67,1,1825.6,277,40,0.63,1,0.151,0,online,25,1
CLM2243,travel,Personal belongings stolen from hotel room during vacation.,50.0,74,0,0.0,155,31,0.8,4,0.572,0,online,73,0
CLM2244,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2764.87,28,1,2026.52,812,22,1.0,7,0.402,1,call_center,74,0
CLM2245,property,Kitchen fire caused smoke damage to walls and ceiling.,7640.99,95,0,165.43,881,33,1.0,8,0.088,1,agent,68,0
CLM2246,auto,Side mirror and door dented in a parking lot accident.,5183.08,106,0,649.17,700,55,0.99,4,0.073,1,agent,67,0
CLM2247,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",131.24,8,0,473.54,893,44,0.63,3,0.538,0,call_center,70,0
CLM2248,property,Break-in resulted in stolen electronics and damaged front door.,2322.43,23,0,0.0,841,53,0.95,4,0.285,1,call_center,73,0
CLM2249,auto,Side mirror and door dented in a parking lot accident.,297.43,47,0,289.69,50,42,0.89,6,0.219,0,call_center,26,1
CLM2250,travel,Personal belongings stolen from hotel room during vacation.,801.36,75,0,407.74,982,47,1.0,6,0.51,1,online,53,1
CLM2251,health,"Physiotherapy sessions following a fracture, claiming session costs.",943.18,9,1,1617.04,450,15,1.0,4,0.641,1,online,57,0
CLM2252,auto,Side mirror and door dented in a parking lot accident.,5307.94,7,1,1314.56,902,33,0.72,4,0.528,0,online,70,1
CLM2253,auto,Side mirror and door dented in a parking lot accident.,3266.09,13,0,0.0,449,11,0.99,5,0.015,1,agent,25,0
CLM2254,property,"Roof damaged during a storm, water leaking into the attic.",10992.94,77,0,0.0,420,32,0.66,3,0.353,0,agent,38,0
CLM2255,travel,Personal belongings stolen from hotel room during vacation.,343.96,107,0,0.0,513,1,1.0,9,0.311,0,call_center,65,0
CLM2256,travel,Luggage lost by the airline during an international transfer.,921.11,72,1,2221.26,473,58,0.76,7,0.01,1,online,56,1
CLM2257,property,Pipe burst in the basement causing water damage to furniture.,9279.58,92,2,3133.65,933,47,0.48,4,0.344,0,agent,37,1
CLM2258,travel,Personal belongings stolen from hotel room during vacation.,269.73,95,0,0.0,228,43,0.84,3,0.131,1,online,55,0
CLM2259,property,Pipe burst in the basement causing water damage to furniture.,13016.32,89,1,1587.96,972,24,1.0,6,0.292,0,call_center,52,0
CLM2260,auto,Vehicle stolen from the parking lot overnight.,6251.96,25,2,3964.66,578,16,0.96,5,0.053,1,call_center,27,0
CLM2261,property,Kitchen fire caused smoke damage to walls and ceiling.,50.0,39,0,198.9,153,45,0.92,3,0.821,0,agent,19,0
CLM2262,property,"Roof damaged during a storm, water leaking into the attic.",8458.61,38,0,0.0,963,33,0.62,5,0.702,0,agent,29,1
CLM2263,property,Kitchen fire caused smoke damage to walls and ceiling.,5172.15,21,0,0.0,418,55,0.85,6,0.493,0,agent,50,0
CLM2264,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2604.93,116,0,99.25,34,19,1.0,6,0.152,1,online,33,0
CLM2265,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1414.99,71,0,0.0,209,2,0.87,4,0.251,0,agent,64,0
CLM2266,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1996.2,101,0,0.0,562,30,0.76,2,0.44,1,call_center,19,0
CLM2267,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3863.27,85,1,2442.04,591,23,0.83,4,0.159,1,agent,66,0
CLM2268,travel,Personal belongings stolen from hotel room during vacation.,1112.21,36,0,0.0,638,15,0.99,5,0.207,0,call_center,72,0
CLM2269,property,"Tree fell on the garage during high winds, structural damage reported.",7396.78,110,1,1673.5,566,54,0.68,5,0.304,1,online,32,0
CLM2270,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2221.26,80,1,1331.18,985,26,0.95,7,0.226,0,online,32,0
CLM2271,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",959.13,57,0,269.7,123,56,1.0,4,0.429,0,online,49,1
CLM2272,auto,"Collision on the highway, front end damage and airbag deployed.",5647.68,105,1,1929.1,738,30,1.0,5,0.292,0,online,72,0
CLM2273,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2350.64,68,2,3775.55,54,47,0.77,6,0.306,0,online,50,0
CLM2274,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",669.39,109,0,0.0,644,9,0.91,5,0.409,1,agent,69,0
CLM2275,property,Pipe burst in the basement causing water damage to furniture.,8117.35,27,0,0.0,525,43,0.85,3,0.399,1,call_center,41,0
CLM2276,property,Break-in resulted in stolen electronics and damaged front door.,50.0,105,1,2032.43,723,57,0.82,4,0.117,1,agent,54,0
CLM2277,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",902.6,5,1,2042.87,526,5,0.92,8,0.528,0,call_center,31,0
CLM2278,auto,Windshield cracked by a falling branch during a storm.,50.0,116,1,1756.61,861,33,0.85,4,0.503,1,online,44,0
CLM2279,travel,Personal belongings stolen from hotel room during vacation.,1671.57,53,0,0.0,882,30,0.84,5,0.63,1,call_center,47,0
CLM2280,health,"Physiotherapy sessions following a fracture, claiming session costs.",711.57,92,0,0.0,4,54,0.95,5,0.01,0,agent,37,1
CLM2281,property,Pipe burst in the basement causing water damage to furniture.,3162.39,100,3,5198.05,870,44,0.83,6,0.271,0,agent,46,1
CLM2282,property,Kitchen fire caused smoke damage to walls and ceiling.,4748.2,105,0,0.0,441,40,0.84,6,0.475,0,call_center,51,0
CLM2283,property,Break-in resulted in stolen electronics and damaged front door.,6956.51,114,0,0.0,694,59,0.6,2,0.175,1,online,30,0
CLM2284,auto,Side mirror and door dented in a parking lot accident.,3330.86,114,3,6158.16,930,29,1.0,5,0.172,1,online,38,0
CLM2285,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2719.34,26,1,1293.07,535,41,0.63,2,0.384,1,online,54,0
CLM2286,health,Diagnostic tests and consultation fees for ongoing treatment.,825.04,61,1,2368.32,383,21,0.74,3,0.818,0,agent,24,1
CLM2287,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",3631.97,42,0,486.88,791,2,0.92,6,0.32,0,call_center,18,0
CLM2288,travel,Luggage lost by the airline during an international transfer.,50.0,97,1,1073.88,375,53,0.91,4,0.431,0,online,63,1
